rating_id,user_id,anime_id,rating
1,1,3,4.5
2,1,4,4.0
3,1,8,2.5
4,1,9,4.0
5,1,12,1.5
6,1,20,4.5
7,1,24,4.0
8,1,29,2.5
9,1,44,4.0
10,1,52,4.5
11,1,55,4.5
12,1,57,1.5
13,1,61,4.5
14,1,71,4.0
15,1,77,2.0
16,1,83,4.0
17,1,87,5.0
18,1,98,4.5
19,1,99,1.0
20,1,101,4.0
21,1,103,2.5
22,1,106,5.0
23,1,107,1.0
24,1,116,5.0
25,1,118,4.0
26,1,123,5.0
27,1,125,2.0
28,1,128,4.5
29,1,134,4.5
30,1,136,4.5
31,2,4,1.0
32,2,5,4.5
33,2,9,2.5
34,2,11,5.0
35,2,17,4.5
36,2,24,1.0
37,2,27,4.0
38,2,31,1.0
39,2,33,4.0
40,2,35,1.5
41,2,36,4.5
42,2,37,4.0
43,2,44,4.5
44,2,46,4.0
45,2,57,1.0
46,2,58,2.0
47,2,61,1.5
48,2,65,4.0
49,2,70,5.0
50,2,71,5.0
51,2,80,4.5
52,2,84,4.0
53,2,86,4.5
54,2,99,4.0
55,2,102,5.0
56,2,106,5.0
57,2,107,4.0
58,2,108,1.0
59,2,111,4.0
60,2,118,1.0
61,3,33,5.0
62,3,37,4.5
63,3,71,4.5
64,3,92,5.0
65,3,118,4.0
66,3,129,4.5
67,3,144,5.0
68,3,163,5.0
69,3,168,5.0
70,3,177,4.0
71,3,178,4.0
72,3,180,4.5
73,3,186,5.0
74,3,200,4.0
75,3,211,4.5
76,3,219,4.5
77,3,228,5.0
78,3,248,5.0
79,3,268,4.0
80,3,272,4.5
81,3,295,4.0
82,3,322,4.0
83,3,354,2.0
84,3,369,4.0
85,3,375,4.0
86,3,382,4.5
87,3,383,4.0
88,3,386,5.0
89,3,388,4.5
90,3,389,4.0
91,4,2,5.0
92,4,7,4.0
93,4,9,4.5
94,4,11,4.5
95,4,13,5.0
96,4,20,5.0
97,4,22,5.0
98,4,23,4.0
99,4,30,5.0
100,4,35,4.5
101,4,37,5.0
102,4,45,4.5
103,4,50,5.0
104,4,51,4.0
105,4,55,5.0
106,4,64,5.0
107,4,70,4.0
108,4,82,4.5
109,4,89,5.0
110,4,94,4.0
111,4,101,4.0
112,4,102,4.0
113,4,106,4.5
114,4,126,5.0
115,4,129,4.0
116,4,134,5.0
117,4,136,4.0
118,4,139,4.0
119,4,172,4.0
120,4,180,5.0
121,5,5,4.5
122,5,6,4.5
123,5,7,4.5
124,5,9,5.0
125,5,10,4.0
126,5,11,5.0
127,5,12,4.0
128,5,15,4.5
129,5,16,4.5
130,5,20,4.5
131,5,26,5.0
132,5,29,4.5
133,5,30,4.5
134,5,51,4.0
135,5,52,4.5
136,5,56,4.5
137,5,84,4.5
138,5,86,2.5
139,5,88,4.5
140,5,90,4.5
141,5,91,4.5
142,5,92,4.5
143,5,97,4.0
144,5,101,2.0
145,5,103,4.0
146,5,111,4.0
147,5,117,4.5
148,5,123,5.0
149,5,124,4.5
150,5,125,5.0
151,6,80,5.0
152,6,28,5.0
153,6,7,5.0
154,6,134,4.5
155,6,97,4.5
156,6,102,4.5
157,6,51,4.0
158,6,10,5.0
159,6,76,4.0
160,6,89,5.0
161,6,107,5.0
162,6,81,4.5
163,6,32,5.0
164,6,14,5.0
165,6,90,4.0
166,6,99,4.5
167,6,39,4.0
168,6,109,3.5
169,6,88,4.5
170,6,77,4.0
171,6,104,5.0
172,6,16,4.0
173,6,129,4.5
174,6,73,3.5
175,6,101,5.0
176,7,119,4.5
177,7,98,4.5
178,7,87,5.0
179,7,8,4.5
180,7,127,4.0
181,7,84,5.0
182,7,47,5.0
183,7,63,4.5
184,7,28,5.0
185,7,46,4.5
186,7,103,4.0
187,7,34,4.0
188,7,44,4.5
189,7,36,5.0
190,7,113,4.5
191,7,77,4.0
192,7,90,5.0
193,7,120,4.5
194,7,121,5.0
195,7,72,4.5
196,7,2,4.5
197,7,67,4.5
198,7,25,3.5
199,7,11,4.5
200,7,31,4.5
201,7,93,4.5
202,7,53,4.0
203,7,130,4.0
204,7,115,4.0
205,7,133,3.5
206,8,59,3.5
207,8,93,5.0
208,8,46,4.5
209,8,78,5.0
210,8,4,5.0
211,8,33,5.0
212,8,71,4.5
213,8,6,4.5
214,8,125,4.5
215,8,7,5.0
216,8,128,3.0
217,8,38,5.0
218,8,90,4.0
219,8,121,4.5
220,8,17,3.5
221,8,82,4.0
222,8,112,4.5
223,8,97,3.5
224,8,63,5.0
225,8,14,5.0
226,8,118,4.5
227,8,2,4.5
228,8,74,4.0
229,8,37,4.5
230,8,61,3.5
231,8,62,5.0
232,8,57,5.0
233,8,44,4.5
234,8,24,4.5
235,8,126,5.0
236,8,129,5.0
237,8,109,5.0
238,8,15,5.0
239,9,75,4.0
240,9,9,4.5
241,9,60,3.5
242,9,74,4.0
243,9,73,3.0
244,9,117,4.0
245,9,19,5.0
246,9,88,4.5
247,9,30,4.0
248,9,119,3.5
249,9,34,4.5
250,9,101,4.5
251,9,102,4.5
252,9,81,3.5
253,9,76,4.0
254,9,85,4.5
255,9,103,5.0
256,9,26,5.0
257,9,55,4.0
258,9,15,5.0
259,9,70,5.0
260,9,29,4.5
261,9,83,5.0
262,9,20,3.5
263,9,35,3.0
264,9,106,4.5
265,9,128,3.0
266,9,10,5.0
267,9,8,5.0
268,9,22,5.0
269,9,122,4.0
270,9,40,4.5
271,9,77,4.0
272,9,96,5.0
273,9,130,5.0
274,9,37,4.5
275,9,57,4.5
276,9,16,5.0
277,9,132,3.5
278,9,89,3.5
279,9,39,5.0
280,9,90,4.5
281,9,52,5.0
282,9,110,4.5
283,9,65,5.0
284,10,114,5.0
285,10,14,5.0
286,10,53,4.5
287,10,69,5.0
288,10,34,4.0
289,10,74,4.5
290,10,113,5.0
291,10,128,2.0
292,10,90,5.0
293,10,63,3.5
294,10,16,5.0
295,10,4,4.5
296,10,81,5.0
297,10,78,2.5
298,10,103,3.5
299,10,31,4.5
300,10,91,4.5
301,10,21,4.0
302,10,40,4.5
303,10,71,3.5
304,10,2,4.5
305,10,115,4.0
306,10,132,3.5
307,10,12,5.0
308,10,29,5.0
309,10,108,4.5
310,10,15,4.5
311,10,60,4.5
312,10,124,4.5
313,10,83,4.5
314,10,20,4.0
315,10,64,5.0
316,10,92,4.0
317,10,38,4.0
318,10,66,4.0
319,10,118,5.0
320,10,35,4.0
321,10,54,5.0
322,10,62,5.0
323,10,61,4.0
324,10,32,4.0
325,10,59,5.0
326,10,127,4.0
327,10,19,4.0
328,10,50,4.5
329,10,25,4.5
330,11,121,4.0
331,11,68,4.5
332,11,87,3.5
333,11,102,5.0
334,11,21,5.0
335,11,85,4.5
336,11,98,5.0
337,11,82,5.0
338,11,125,5.0
339,11,10,4.0
340,11,18,4.0
341,11,61,5.0
342,11,74,5.0
343,11,59,5.0
344,11,24,4.0
345,11,112,5.0
346,11,26,5.0
347,11,114,5.0
348,11,43,5.0
349,12,66,4.5
350,12,3,4.5
351,12,120,4.0
352,12,74,4.0
353,12,41,4.5
354,12,19,4.0
355,12,114,4.0
356,12,121,3.5
357,12,45,4.0
358,12,76,4.0
359,12,39,4.5
360,12,82,4.5
361,12,55,4.0
362,12,89,5.0
363,12,33,4.5
364,12,59,4.5
365,12,109,4.0
366,12,124,5.0
367,12,26,5.0
368,12,50,5.0
369,12,110,3.5
370,12,62,4.5
371,12,14,3.5
372,12,31,4.5
373,12,49,5.0
374,12,131,4.0
375,12,46,5.0
376,12,118,4.0
377,12,38,5.0
378,12,90,3.5
379,12,106,4.5
380,12,133,5.0
381,12,85,5.0
382,12,51,4.5
383,12,36,5.0
384,12,2,4.5
385,12,73,3.0
386,12,88,3.0
387,12,96,5.0
388,12,7,4.5
389,12,78,4.0
390,12,64,5.0
391,12,37,5.0
392,12,30,5.0
393,13,68,4.5
394,13,98,4.0
395,13,96,5.0
396,13,28,4.5
397,13,60,4.5
398,13,121,4.0
399,13,7,4.5
400,13,80,5.0
401,13,114,4.0
402,13,129,4.5
403,13,72,5.0
404,13,42,4.5
405,13,118,4.0
406,13,79,5.0
407,13,29,5.0
408,13,83,4.0
409,13,9,5.0
410,13,82,5.0
411,13,106,3.0
412,13,130,4.5
413,13,90,4.5
414,13,39,5.0
415,13,84,5.0
416,13,53,5.0
417,13,15,5.0
418,13,18,4.0
419,13,6,4.5
420,13,5,4.0
421,13,113,4.5
422,13,64,4.5
423,13,110,5.0
424,13,13,4.5
425,13,31,5.0
426,13,69,5.0
427,13,109,5.0
428,13,50,5.0
429,13,59,4.5
430,13,48,5.0
431,14,38,5.0
432,14,1,5.0
433,14,71,4.5
434,14,134,5.0
435,14,34,5.0
436,14,65,3.5
437,14,45,4.0
438,14,15,5.0
439,14,85,5.0
440,14,111,4.5
441,14,4,4.0
442,14,17,4.0
443,14,2,4.5
444,14,46,4.0
445,14,102,5.0
446,14,101,4.5
447,14,31,5.0
448,14,76,5.0
449,14,42,5.0
450,14,3,5.0
451,14,23,4.0
452,14,130,4.0
453,14,7,4.0
454,14,123,5.0
455,14,95,3.5
456,14,54,4.5
457,14,68,4.5
458,14,127,4.5
459,14,96,4.5
460,14,9,3.5
461,14,61,4.0
462,14,58,4.0
463,14,100,4.5
464,14,47,4.5
465,14,66,4.5
466,14,117,4.5
467,15,103,5.0
468,15,107,5.0
469,15,25,5.0
470,15,81,5.0
471,15,110,5.0
472,15,131,4.0
473,15,66,4.5
474,15,48,4.5
475,15,123,5.0
476,15,20,5.0
477,15,88,3.5
478,15,119,5.0
479,15,61,5.0
480,15,9,4.0
481,15,12,4.5
482,15,133,4.0
483,15,11,4.0
484,15,120,4.0
485,15,56,4.5
486,15,13,4.5
487,15,96,4.5
488,15,95,5.0
489,15,127,5.0
490,15,104,4.5
491,15,17,4.5
492,15,72,5.0
493,15,8,4.5
494,15,76,4.5
495,15,109,4.5
496,15,106,3.0
497,15,43,5.0
498,15,86,5.0
499,15,16,4.5
500,15,53,5.0
501,15,46,5.0
502,15,134,5.0
503,15,97,4.0
504,15,55,5.0
505,15,93,3.5
506,15,7,4.0
507,15,37,5.0
508,15,77,5.0
509,15,40,5.0
510,15,100,4.5
511,16,109,4.0
512,16,125,5.0
513,16,114,4.5
514,16,107,4.5
515,16,70,3.5
516,16,56,5.0
517,16,30,5.0
518,16,45,5.0
519,16,129,4.0
520,16,15,5.0
521,16,37,4.0
522,16,87,5.0
523,16,123,5.0
524,16,76,5.0
525,16,63,4.5
526,16,68,5.0
527,16,86,5.0
528,16,40,4.0
529,16,6,5.0
530,16,29,5.0
531,16,51,5.0
532,16,77,5.0
533,16,8,4.5
534,16,1,4.5
535,16,27,5.0
536,16,39,4.5
537,16,28,5.0
538,16,99,4.5
539,16,18,4.5
540,16,98,5.0
541,16,33,4.5
542,16,38,5.0
543,16,42,5.0
544,16,16,5.0
545,16,111,5.0
546,16,64,5.0
547,16,96,4.5
548,16,126,4.0
549,16,23,4.0
550,16,17,4.0
551,16,49,4.0
552,16,69,3.5
553,16,91,3.5
554,16,128,1.5
555,16,65,4.0
556,16,72,5.0
557,16,118,4.5
558,16,46,5.0
559,16,10,4.0
560,16,132,3.5
561,16,116,5.0
562,16,97,4.0
563,16,3,4.5
564,16,59,5.0
565,16,88,4.5
566,16,41,5.0
567,16,74,4.5
568,17,130,5.0
569,17,99,4.5
570,17,119,5.0
571,17,11,5.0
572,17,116,5.0
573,17,49,5.0
574,17,83,4.5
575,17,78,4.0
576,17,61,5.0
577,17,65,5.0
578,17,20,4.5
579,17,123,4.0
580,17,8,5.0
581,17,58,5.0
582,17,14,4.0
583,17,104,5.0
584,17,134,4.0
585,17,108,4.5
586,17,44,4.0
587,17,92,4.5
588,17,131,4.0
589,17,125,4.5
590,17,128,3.5
591,17,23,5.0
592,17,6,5.0
593,17,32,5.0
594,17,91,4.5
595,17,57,4.5
596,17,107,5.0
597,17,68,5.0
598,17,67,5.0
599,17,79,5.0
600,17,21,5.0
601,17,47,5.0
602,17,48,3.5
603,17,37,5.0
604,17,50,5.0
605,17,53,4.5
606,17,118,4.0
607,17,87,4.5
608,17,77,5.0
609,17,7,5.0
610,17,81,4.0
611,17,112,5.0
612,17,43,4.5
613,17,9,4.5
614,17,90,5.0
615,17,13,4.5
616,17,72,4.5
617,17,98,4.0
618,17,133,5.0
619,17,33,4.5
620,17,127,4.0
621,17,124,4.0
622,18,95,4.0
623,18,113,4.5
624,18,119,5.0
625,18,73,3.0
626,18,98,5.0
627,18,129,5.0
628,18,108,5.0
629,18,124,5.0
630,18,21,4.5
631,18,105,4.0
632,18,26,5.0
633,18,103,4.5
634,18,78,4.5
635,18,18,4.0
